Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11608,NY,Residential Electric Vehicle (EV) Time of Use (TOU) Rate - ConEdison,"ConEdison offers a TOU rate to residential customers that own or lease
an eligible EV. For more information, including how to enroll, see the
[EV
Rates](https://www.coned.com/en/our-energy-future/technology-innovation/electric-vehicles/electric-vehicle-drivers/electric-vehicles-and-your-bill)
website.
",,,false,74,Utility/Private Incentives,"",2015-06-12 20:05:50 UTC,,,,"",ELEC|PHEV,EXEM|OTHER,"",STATION|IND,""
11609,CT,Hydrogen and Electric Vehicle (EV) Rebate,"The Connecticut Hydrogen and Electric Automobile Purchase Rebate Program
(CHEAPR) offers rebates for the incremental cost of the purchase or
lease of a hydrogen fuel cell electric vehicle (FCEV), all-electric
vehicle (EV), or plug-in hybrid electric vehicle (PHEV).

CHEAPR offers rebates of up to \$9,500 for the purchase or lease a new
eligible FCEV, EV, or PHEV. The manufacturer suggested retail price for
new eligible vehicles may not exceed \$50,000.

CHEAPR offers an additional rebate, Rebate Plus, for all applicants that
participate in a [state or federal income qualified
program](https://portal.ct.gov/-/media/DEEP/air/mobile/CHEAPR/CHEAPR---Rebate-Plus---Qualifying-State-and-Federal-Programs.pdf).
Connecticut residents that participate in certain income qualified
programs are also eligible to receive a rebate for the purchase or lease
of a [used eligible
vehicle](https://portal.ct.gov/DEEP/Air/Mobile-Sources/CHEAPR/CHEAPR---Used-Eligible-Vehicles).

Rebates are offered in the following amounts:

  Vehicle Type   CHEAPR Standard   Rebate Plus - New Vehicle   Rebate Plus - Used Vehicle
  -------------- ----------------- --------------------------- ----------------------------
  PHEV           \$750             \$1,500                     \$1,125
  EV             \$2,250           \$2,000                     \$3,000
  FCEV           \$7,500           \$2,000                     \$7,500

Rebates are available on a first-come, first-served basis. For more
information, see the Connecticut Department of Energy and Environmental
Protection
[CHEAPR](https://portal.ct.gov/DEEP/Air/Mobile-Sources/CHEAPR/CHEAPR---Home)
website.

(Reference [House Bill](https://www.cga.ct.gov/) 7424, 2019)

(Reference [Connecticut General Statutes 22a-202](https://www.cga.ct.gov/))",2019-06-26 00:00:00 UTC,,false,21,State Incentives,"",2021-07-27 00:15:37 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",FLEET|IND,https://www.cga.ct.gov/|https://www.cga.ct.gov/
11613,CA,Voluntary Vehicle Retirement Incentives - San Joaquin Valley and South Coast,"The San Joaquin Valley Air Pollution Control District (SJVAPCD) and the
South Coast Air Quality Management District (AQMD) administer Enhanced
Fleet Modernization Program (EFMP) Pilot Retire and Replace programs,
providing incentives to replace a vehicle eligible for retirement with a
more fuel-efficient vehicle. Used vehicles must be no more than eight
years old and applicants must live in the San Joaquin Valley or South
Coast air basins. Eligible replacement vehicles must meet a minimum fuel
economy average by model year or average at least 35 miles per gallon
(mpg). Alternative fuel vehicles are also eligible, including plug-in
hybrid electric vehicles (PHEV) and battery-electric vehicles (EVs).
Funding for alternative transportation mobility options, such as public
transportation or car sharing, is also available in lieu of purchasing
another vehicle. The incentive amounts vary by income level as compared
to the Federal Poverty Level (FPL) and replacement vehicle type. All
eligible applicants must have a household income that is at or below
400% of the FPL.

::: {data-align=""center""}
  Income Eligibility                    Fuel Economy greater than 35 mpg   PHEV or ZEV
  ------------------------------------ ---------------------------------- -------------
  Low Income (\<225% FPL)                           \$4,500                  \$4,500
  Moderate Income (\<300% FPL)                      \$3,500                  \$3,500
  Above Moderate Income (\<400% FPL)                \$2,500                  \$2,500
:::

Residents living in qualified disadvantaged communities may be eligible
for higher incentive amounts and, for residents replacing their vehicles
with a PHEV or EV, a rebate of up to \$2,000 for the purchase of
electric vehicle supply equipment. Residents of South Coast AQMD may
also be eligible to receive a rebate of \$7,500 for alternative
transportation mobility options. For more information, including
eligible vehicles and applicable requirements, see the California Air
Resources Board
[EFMP](https://ww2.arb.ca.gov/our-work/programs/enhanced-fleet-modernization-program),
SJVAPCD [Drive
Clean](https://www.valleyair.org/drivecleaninthesanjoaquin/replace/),
and South Coast AQMD [Replace Your
Ride](http://www.replaceyourride.com/) websites.

(Reference [California Health and Safety Code 44062.3 and 44125](http://www.oal.ca.gov/))",2015-04-09 00:00:00 UTC,,false,84,State Incentives,"",2015-06-12 14:02:26 UTC,,,,"",ELEC|EFFEC|HEV|OTHER|PHEV,GNT,"",FLEET|IND,http://www.oal.ca.gov/
11621,NJ,Electric Vehicle (EV) Toll Discount Program,"New Jersey Turnpike Authority's Green Pass Discount Plan provides a 10%
discount on off-peak New Jersey Turnpike and Garden State Parkway toll
rates for drivers of EVs that have a fuel economy of 45 miles per gallon
or higher and meet the California Super Ultra Low Emission Vehicle
standard. Vehicles must register with New Jersey E-ZPass. For more
information, including application instructions, see the [E-ZPass
Discount Programs](https://www.ezpassnj.com/en/about/plans.shtml)
website.
",,,false,10,State Incentives,"",2015-06-18 14:55:33 UTC,,,,"",ELEC|PHEV,EXEM,"",IND,""
11625,AZ,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Salt River Project (SRP),"SRP offers a TOU rate for residential customers that own or lease an EV.
For more information, including how to enroll, see the SRP [EV Price
Plan](https://www.srpnet.com/prices/home/electricvehicle.aspx) website.
",,,false,46,Utility/Private Incentives,"",2020-05-11 15:24:11 UTC,,,,"",ELEC|PHEV,TOU,"",IND,""
11638,DE,Alternative Fuel Vehicle (AFV) Rebates,"As part of the Delaware Clean Transportation Incentive Program, the
Delaware Department of Natural Resources and Environmental Control
(DNREC) offers rebates for the purchase or lease of a new AFV. The
following rebate amounts are applicable for vehicles purchased or leased
before December 31, 2022:

<div>

Qualifying Vehicles

</div>

Rebate Amount

Electric vehicle (EV)

\$2,500

Plug-in hybrid electric vehicle (PHEV)

\$1,000

Dedicated propane or natural gas vehicle

\$1,500

Bi-fuel propane or natural gas vehicle

\$1,350

Eligible EVs and PHEVs may not have a retail price above \$60,000.
Eligible applicants include Delaware residents, businesses,
organizations, and government entities. Rebates are limited to six
vehicles per fleet. Additional terms and conditions apply. For more
information, including application guidelines and participating
dealerships, see the DNREC [Clean Vehicle Rebate
Program](https://dnrec.alpha.delaware.gov/climate-coastal-energy/clean-transportation)
website.
",,,false,3,State Incentives,"",2022-08-12 23:35:31 UTC,,,,"",ELEC|NG|PHEV|LPG,RBATE,"",FLEET|GOV|IND,""
11639,DE,Electric Vehicle (EV) Charging Station Rebates,"As part of the Delaware Clean Transportation Incentive Program, Delaware
Department of Natural Resources and Environmental Control (DNREC) offers
rebates of up to \$3,500 per port for the purchase of Level 2 EV
charging stations for use at public, workplace, commercial, and
multi-unit dwelling (MUD) locations. Installation, labor, and other
costs are not eligible. The maximum number of rebates an applicant may
receive varies based on applicant type and EV charging station
locations:

  EV Charging Station Site   Number of Eligible Level 2 Ports
  -------------------------- -------------------------------------------------------------------------------------
  Public Access              6 ports for commercial, government, and nonprofit applicants
  Workplace                  6 ports for commercial, government, and nonprofit applicants
  Fleet                      6 ports for commercial applicants; 10 ports for government and nonprofit applicants
  MUD                        10 ports for commercial, government, and nonprofit applicants

Rebates are available on a first-come, first-served basis. Eligible
applicants include MUDs, businesses, organizations, non-profits,
government entities, schools, colleges, and universities. Additional
terms and conditions apply. For more information, including application
guidelines, see the DNREC [Electric Vehicle Charging Equipment
Rebates](https://dnrec.alpha.delaware.gov/climate-coastal-energy/clean-transportation/ev-charging-equipment-rebates/)
website.
",,,false,4,State Incentives,"",2020-01-24 16:27:52 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|MUD|IND,""
11667,NH,Diesel Emissions Reduction Grants,"The New Hampshire Department of Environmental Services (NHDES) provides
U.S. Environmental Protection Agency Diesel Emissions Reduction Act
(DERA) funding for projects that reduce diesel emissions in New
Hampshire. Funding for up to 100% of eligible project costs is available
for businesses, individuals, and local or state agencies that reduce
diesel emissions by converting engines to alternative fuels,
retrofitting exhaust controls, purchasing new vehicles, or adding idle
reduction equipment. Eligible alternative fuels include propane,
compressed natural gas, and electricity. Grants will be awarded on a
competitive basis, with equity and environmental justice considerations
as part of the evaluation criteria. For more information, including
funding amounts and how to apply, see the NHDES [New Hampshire DERA
Project](https://www.des.nh.gov/business-and-community/loans-and-grants/dera)
website.
",,,false,5,State Incentives,"",2015-11-13 18:59:58 UTC,,,,"",AFTMKTCONV|ELEC|EFFEC|IR|NG|OTHER|PHEV|LPG,GNT,"",MAN|FLEET|GOV|IND,""
11682,US,Natural Gas Vehicle (NGV) and Plug-In Electric Vehicle (PEV) Weight Exemption,"NGVs and PEVs may exceed the federal maximum gross vehicle weight limit
for comparable conventional fuel vehicles by up to 2,000 pounds (lbs.).
The NGV or PEV must not exceed a maximum gross vehicle weight of 82,000
lbs. (Reference [Public
Law](https://www.congress.gov/public-laws/116th-congress) 116-6 and 23
[U.S. Code](https://www.govinfo.gov/) 127(s))
",2015-12-04 00:00:00 UTC,2019-02-15 00:00:00 UTC,false,,Incentives,U.S. Department of Transportation,2019-03-11 13:19:28 UTC,,,,"",ELEC|NG|PHEV,EXEM,"",FLEET|GOV|IND,http://thomas.loc.gov/home/LegislativeData.php?&n=PublicLaws&c=114|http://www.gpo.gov/fdsys/browse/collectionUScode.action?collectionCode=USCODE|https://www.congress.gov/public-laws/116th-congress
11683,RI,Zero Emission Vehicle (ZEV) and Plug-In Hybrid Electric Vehicle (PHEV) Rebates,"The Driving Rhode Island to Vehicle Electrification (DRIVE EV) rebate
program offers rebates for the purchase or lease of ZEVs and PHEVs.
Rebate amounts vary based on vehicle type:

  Vehicle Technology   Maximum Rebate Amount
  -------------------- ------------------------------------------------------------
  ZEV                  \$2,500 for a new vehicle; \$1,500 for a pre-owned vehicle
  PHEV                 \$1,500 for a new vehicle; \$750 for a pre-owned vehicle

ZEVs include all-electric vehicles and hydrogen fuel cell electric
vehicles. New vehicles may not have a purchase price above \$60,000, and
pre-owned vehicles may not have a purchase price above \$40,000. All
eligible vehicles must be purchased on or after July 7, 2022. An
additional rebate of up to \$2,000 is available to applicants that
participate in a state or federal income-qualified program. Rebates are
awarded on a first-come, first-served basis. For more information,
including a list of income-qualified programs, see the [DRIVE
EV](https://drive.ri.gov/ev-programs/drive-ev) and [DRIVE
EV+](https://drive.ri.gov/ev-programs/drive-plus) websites.
",2015-01-29 00:00:00 UTC,,false,4,State Incentives,"",2022-08-13 01:50:07 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",IND,""
11689,NY,Electric Vehicle (EV) Rebate Program ,"The New York State Energy Research and Development Authority (NYSERDA)
provides rebates of up to \$2,000 for the purchase or lease of a new
eligible EV. An eligible vehicle must:

-   Be a four-wheeled motor vehicle manufactured for use on public
    streets, roads, and highways;
-   Have a gross vehicle weight rating of not more than 8,500 pounds;
-   Have a maximum speed of at least 55 miles per hour; and,
-   Be propelled at least in part by an electric motor that draws
    electricity from a hydrogen fuel cell or from a battery that has a
    capacity of at least four kilowatt-hours, and is capable of being
    charged by an external source of electricity.

Rebate amounts vary based on a vehicle's all-electric range and
manufacturer's suggested retail price. For more information, including a
list of eligible vehicles, see the NYSERDA [Drive Clean
Rebate](https://www.nyserda.ny.gov/All-Programs/Programs/Drive-Clean-Rebate)
website.
",2016-04-12 00:00:00 UTC,,false,4,State Incentives,"",2017-04-03 13:33:49 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",FLEET|GOV|IND,""
11701,NJ,Electric Vehicle (EV) Charging Station Grants,"The New Jersey Department of Environmental Protection (NJDEP) provides
grants through the It Pay\$ to Plug In: New Jersey's Electric Vehicle
Workplace Charging Grant Program (Program) for EV charging station
installation. Grants are available in the following amounts:

<div>

  EV Charging Station Type   Maximum Rebate Amount per Port   Maximum Number of Eligible EV Charging Ports per Location
  -------------------------- -------------------------------- -----------------------------------------------------------
  Level 1                    \$750                            5
  Level 2                    \$4,000                          20

</div>

Grants are awarded on a first-come, first-served basis. Eligible EV
charging stations must be located at workplaces, government agencies,
non-profits, or multi-unit dwellings. The Program is part of New
Jersey's [Energy Master Plan](http://www.nj.gov/emp/). For more
information, including application and eligibility requirements, see the
NJDEP [It Pay\$ to Plug
In](https://dep.nj.gov/drivegreen/it-pays-to-plug-in/) website.
",,,false,13,State Incentives,"",2018-09-28 15:02:33 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|FLEET|GOV|IND,""
11718,MN,Residential Electric Vehicle (EV) Charging Station Rebates - Connexus Energy,"Connexus Energy offers a rebate of up to \$500 to residential customers
toward the installation of a qualified Level 2 EV charging station.
Eligible applicants must enroll in a time-of-use rate.

Connexus Energy also offers a \$800 discount on EV charging stations
purchased from the EnergyWise Minnesota store.

For more information, see the Conexus Energy
[EV](https://www.connexusenergy.com/save-money-and-energy/programs-rebates/electric-vehicles)
website
",2016-07-01 00:00:00 UTC,,false,41,Utility/Private Incentives,"",2016-08-04 17:30:22 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|IND,""
11723,OK,Natural Gas Vehicle and Idle Reduction Weight Exemption,"A vehicle powered in whole or part by natural gas, electricity, or
hydrogen may exceed the state's gross and axle weight limits by up to
2,000 pounds (lbs.), equal to the difference between the weight of the
vehicle with the natural gas tank, battery, or hydrogen fueling system
and the weight of a comparable diesel tank and fueling system. The
exemption is allowed on all state roads and interstate highways, as
defined in Title 23 of the [Code of Federal
Regulations](http://www.gpo.gov/fdsys/browse/collectionCfr.action?collectionCode=CFR)
section 127(s).

Any vehicle equipped with idle reduction technology may exceed the
state's gross vehicle weight limits by up to 400 lbs. to compensate for
the additional weight of the idle reduction technology. The additional
weight may not exceed the actual certified weight of the idle reduction
unit. Upon request, vehicle operators must provide proof or
certification of the weight of the idle reduction technology and proof
that the idle reduction technology is fully functional.

(Reference [House Bill 3054, 2022](http://www.oklegislature.gov/), [Oklahoma Statutes 47-14-109](http://www.oklegislature.gov/), and [Oklahoma Statutes 47-14-109.3](http://www.oklegislature.gov/))",2009-04-24 00:00:00 UTC,2022-05-04 00:00:00 UTC,false,8,State Incentives,"",2016-08-17 15:48:23 UTC,,,,"",ELEC|HY|IR|NG|PHEV,EXEM,"",FLEET|GOV|IND,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
11729,MD,Electric Vehicle (EV) Charging Rate Reduction - BGE,"Baltimore Gas and Electric Company (BGE) offers time-of-use (TOU) rate
for residential customers that own or lease an EV. Eligible customers
must own a qualified Level 2 EV charging station, capable of separately
tracking EV charging data. For more information, including qualifying EV
charging stations, see the BGE [EVsmart Vehicle Charging TOU
Rate](https://www.bge.com/SmartEnergy/InnovationTechnology/Pages/EVTOURate.aspx)
website.
",2016-06-28 00:00:00 UTC,,false,32,Utility/Private Incentives,"",2020-05-12 15:08:43 UTC,,,,"",ELEC|PHEV,TOU,"",STATION|IND,""
11748,CA,Electric Vehicle (EV) Charging Station and Charging Incentive - Sonoma Clean Power (SCP),"Qualified SCP customers are eligible to receive a free Level 2 EV
charging station with Wi-Fi capabilities. Customers are responsible for
shipping and installation costs. Customers may also receive \$5 per
month for connecting the EV charging station to the GridSavvy Rewards
program. Other terms and conditions may apply. For more information, see
the SCP [GridSavvy](https://sonomacleanpower.org/programs/gridsavvy)
website.
",,,false,120,Utility/Private Incentives,"",2016-11-23 21:04:55 UTC,,,,"",ELEC|PHEV,OTHER|RBATE,"",STATION|IND,""
11783,MD,Electric Vehicle (EV) Charging Station Credit - Pepco,"Pepco offers a \$50 gift card to residential customers who purchase and
install an eligible Level 2 EV charging station. For more information,
including qualifying Level 2 EV chargers and how to apply, see the Pepco
[EVsmart](https://www.pepco.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicleProgramMD.aspx)
website.
",,,true,70,Utility/Private Incentives,"",2023-04-26 17:37:16 UTC,,,,"",ELEC|PHEV,RBATE|TOU,"",IND,""
11808,VT,Plug-In Electric Vehicle Credit - Vermont Electric Co-op (VEC),"VEC offers a \$250 bill credit to members who purchase a new or
pre-owned plug-in hybrid electric vehicle (PHEV) and a \$500 bill credit
to members who purchase a new or pre-owned all-electric vehicle (EV).
Members who lease a PHEV are eligible for an annual bill credit of \$50
for each year of the lease, and members who lease an EV are eligible for
an annual bill credit of \$100 for each year of the lease. For more
information, including how to apply, see the VEC [Energy Transformation
Program](https://vermontelectric.coop/energy-transformation-programs)
website.
",,,false,31,Utility/Private Incentives,"",2019-12-20 16:25:59 UTC,,,,Vehicle Purchase and Infrastructure Development Incentives,ELEC|PHEV,RBATE,"",IND,""
11814,FL,Electric Vehicle (EV) Rebate - Orlando Utilities Commission (OUC),"OUC provides rebates of \$200 to residential customers who purchase or
lease an eligible new or preowned EV. Applicants must apply within six
months of the purchase or lease of the EV. For more information, see the
OUC [Electric
Vehicles](http://www.ouc.com/residential/save-energy-water-money/electric-vehicles-at-home)
website.
",,,false,40,Utility/Private Incentives,"",2017-07-11 16:18:31 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
11847,TX,Light-Duty Alternative Fuel Vehicle Rebates,"The Texas Commission on Environmental Quality (TCEQ) administers the
Light-Duty Motor Vehicle Purchase or Lease Incentive Program for the
purchase or lease of a new light-duty vehicle powered by compressed
natural gas (CNG), propane, hydrogen, or electricity. CNG and propane
vehicles, including bi-fuel vehicles, are eligible for a rebate of up to
\$5,000. Electric drive vehicles powered by a battery or hydrogen fuel
cell, including plug-in hybrid electric vehicles with a battery capacity
of at least 4 kilowatt hours, are eligible for a rebate of up to
\$2,500. One rebate is available per eligible vehicle. Rebates are
awarded on a first-come, first-served basis. For more information,
including eligibility requirements and the application form, see the
TCEQ [Texas Emissions Reduction
Plan](https://www.tceq.texas.gov/airquality/terp/ld.html) website.

(Reference [Texas Statutes, Health and Safety Code 386](http://www.statutes.legis.state.tx.us/) and [Texas Administrative Code 114.610-114.613](http://www.sos.state.tx.us/tac/index.shtml))",2017-06-12 00:00:00 UTC,,false,10,State Incentives,"",2019-12-19 17:13:52 UTC,,,,"",ELEC|HY|NG|PHEV|LPG,RBATE,"",IND,http://www.capitol.state.tx.us/BillLookup/BillNumber.aspx|http://www.statutes.legis.state.tx.us/|http://www.sos.state.tx.us/tac/index.shtml
11921,MN,Electric Vehicle (EV) Time-Of-Use (TOU) Rates - Xcel Energy,"Xcel Energy offers two TOU rate options for residential customers that
own an EV. The EV Accelerate at Home rate requires customers to choose
an eligible, separately metered Level 2 charger that Xcel Energy
installs and maintains. The Separate Meter rate only requires customers
to install a separate meter to measure electricity used for EV charging.
For rate information, including eligibility requirements, see Xcel
Energy's [EV Rate
Options](https://ev.xcelenergy.com/ev-charging-programs) website.
",,,false,24,Utility/Private Incentives,"",2018-02-16 14:42:07 UTC,,,,"",ELEC|PHEV,TOU,"",IND,""
11925,UT,Non-Residential Electric Vehicle (EV) Charging Station Rebate - Rocky Mountain Power,"Rocky Mountain Power provides rebates to non-residential and
multi-family customers toward the purchase of Level 2 and direct current
fast charging (DCFC) station. Customers installing Level 2 EV charging
stations may receive a rebate of 75% of equipment cost, up to \$1,000
for single port stations and \$1,500 for multi-port stations. Customers
installing DCFC stations may receive a rebate of 75% of equipment and
installation cost, up to \$30,000 for single port stations and \$42,000
for multi-port stations.

Rebates are available on a first-come, first-served basis. Additional
terms and conditions apply. For more information, see the Rocky Mountain
Power [Utah EV
Incentives](https://www.rockymountainpower.net/savings-energy-choices/electric-vehicles.html)
website.
",,,false,27,Utility/Private Incentives,"",2018-03-09 22:11:27 UTC,,,,"",ELEC|PHEV,GNT|RBATE,"",STATION|IND,""
11934,CA,Electric Vehicle (EV) Charging Station Rebate - Burbank Water and Power (BWP),"BWP provides rebates to commercial and residential customers toward the
purchase of Level 2 EV charging stations. Residential customers may
receive a rebate of up to \$500 to purchase and install a Level 2
charging station. Commercial or multi-unit dwelling customers may
receive up to \$15,000 for the purchase and installation of Level 2 or
direct current fast charging (DCFC) stations.

Residential customers who install a charger can receive up to \$500 and
will be placed on BWP's time-of-use rate. Applications must be submitted
no later than six months from the date of purchase for commercial
customers, and no later than four months for residential customers.
Residential customers may receive an additional \$750 rebate for an
electric panel upgrade.

Rebates are available on a first-come, first-served basis. Customers in
disadvantaged communities are eligible for higher rebate amounts. For
program guidelines and application materials, see the BWP [Residential
Electric Vehicle Charger
Rebate](https://www.burbankwaterandpower.com/rebates-and-incentives) and
[Lead the Charge](https://www.burbankwaterandpower.com/leadthecharge)
websites.
",,,false,130,Utility/Private Incentives,"",2018-04-02 18:24:08 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|MUD|IND,""
11944,MN,Electric Vehicle (EV) Wind Energy Promotion - Great River Energy,"Great River Energy's Revolt initiative offers customers the ability to
power an EV with 100% wind energy for the lifetime of the vehicle. The
program requires no additional cost, however standard or off-peak rates
still apply for the electricity used. For more information, see the
Great River Energy [Revolt](https://www.energywisemn.com/revolt)
website.
",,,false,38,Utility/Private Incentives,"",2018-04-13 19:30:16 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|FLEET|GOV|IND,""
11954,VT,Electric Vehicle (EV) Rebates - Green Mountain Power (GMP),"GMP provides residential and business customers rebates of \$1,500 for
the purchase of a new all-electric vehicle, \$1,000 for the purchase of
a new plug-in hybrid electric vehicle, \$750 for the purchase of used
EVs, and \$500 for the purchase of an electric motorcycle. Customers
with qualifying low and moderate household incomes are eligible for an
additional \$1,000 rebate. EVs must have a manufacturer's suggested
retail price that is less than or equal to \$70,000. For more
information, see the GMP [Electric
Vehicles](https://greenmountainpower.com/rebates-programs/electric-vehicles)
website.
",,,false,22,Utility/Private Incentives,"",2019-07-09 16:52:13 UTC,,,,"",ELEC|PHEV,OTHER|RBATE,"",IND,""
11995,NH,Electric Vehicle (EV) Rebates - New Hampshire Electric Co-op (NHEC),"NHEC offers residential customers a rebate of \$1,000 for the purchase
or lease of a new or used electric vehicle, \$600 for the purchase or
lease of a new or pre-owned plug-in hybrid electric vehicle, and \$300
for the purchase or lease of a new or pre-owned electric motorcycle. EVs
must be purchased or leased between January 1, 2022, and December 31,
2022. For more information, including how to apply, see the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",,,false,25,Utility/Private Incentives,"",2018-07-06 20:56:49 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
11996,NH,Electric Vehicle (EV) Charging Station Rebates - New Hampshire Electric Co-op (NHEC),"NHEC offers residential customers a rebate of \$300 to install a Level 2
EV charging station. Customers may receive a maximum of two rebates. For
more information, including eligibility requirements and how to apply,
see the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",,,false,28,Utility/Private Incentives,"",2018-07-06 20:58:23 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|IND,""
11997,NH,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - New Hampshire Electric Co-op (NHEC),"NHEC offers a TOU rate to residential customers that own or lease an EV.
Customers must be able to separately meter EV charging. For more
information, see the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",,,false,30,Utility/Private Incentives,"",2018-07-06 20:59:59 UTC,,,,"",ELEC|PHEV,TOU,"",IND,""
12005,CT,Loans for Residential Charging or Natural Gas Fueling Infrastructure,"The Connecticut Green Bank offers Smart-E low-interest loans for
Connecticut electric vehicle (EV) drivers to purchase Level 2 and direct
current fast charging (DCFC) stations or natural gas vehicle fueling
equipment. To qualify, applicants must own and occupy the residence at
which the EV charging stations or natural gas fueling equipment will be
installed. For more information, see the Connecticut Green Bank [Smart-E
Loans](https://ctgreenbank.com/programs/smart-e-loans/) website.
",,,false,22,State Incentives,"",2018-07-09 20:00:32 UTC,,,,"",ELEC|NG|PHEV,LOANS,"",STATION|IND,""
12042,DE,Electric Vehicle (EV) Charging Station Rebate - Delaware Electric Cooperative (DEC),"DEC offers a one-time \$200 rebate, in the form of a bill credit and an
additional \$5 monthly bill credit to customers if they do not charge
their EVs during Beat the Peak alerts. For more information, including
eligibility requirements, see the DEC [Beat the
Peak](https://www.delaware.coop/btp/electric-vehicles) website.
",,,false,10,Utility/Private Incentives,"",2019-04-05 14:26:55 UTC,,,,"",ELEC|PHEV,OTHER|RBATE,"",IND,""
12046,MA,Electric Vehicle (EV) Charging Station Discount - Braintree Electric Light Department (BELD),"BELD offers customers a discount of \$250 for the purchase of a
qualified Level 2 EV charging station. To qualify, customers must enroll
in the Bring Your Own Charger Program. Additional terms and conditions
apply. For more information, including eligible EV charging station
criteria, see the BELD [Rebates and
Incentives](https://braintree-ev.ene.org/) website.
",,,false,18,Utility/Private Incentives,"",2018-09-07 21:13:49 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|IND,""
12047,MA,Electric Vehicle (EV) Charging Incentive - Braintree Electric Light Department (BELD),"BELD's Smart Charging Program offers a bill credit of \$8 per month to
customers that charge their EVs during off-peak hours.. Additional terms
and conditions apply. For more information, see the BELD [Rebates and
Incentives](https://braintree-ev.ene.org/ev-charging-guide/#rebates-incentives)
website.
",,,false,19,Utility/Private Incentives,"",2018-09-07 21:14:47 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|IND,""
12060,CA,Electric Vehicle (EV) Rebate - Pasadena Water and Power (PWP),"PWP provides rebates of \$250 to residential customers who purchase or
lease an eligible new or pre-owned EV. An additional \$250 is available
for eligible EVs purchased or leased from a Pasadena dealership.
Customers participating in PWP's income-qualifying programs may also
qualify for an additional \$1,000 rebate, for a total of \$1,500.
Customers may receive rebates for up to 2 EVs per address every 3 years.
Additional terms and conditions apply. For more information, see the PWP
[Residential Electric Vehicle and Charger Incentive
Program](https://ww5.cityofpasadena.net/water-and-power/residentialevrebate/)
website.
",,,false,116,Utility/Private Incentives,"",2018-09-12 21:03:35 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12065,MN,Residential Electric Vehicle (EV) Charging Pilot Program - Xcel Energy,"Xcel Energy offers a pilot program for residential customers who own or
lease an EV. The program provides discounted Level 2 EV charging
equipment, installation, and charging costs. Qualified EV chargers may
be leased or purchased from Xcel Energy. For more information, including
enrollment information, see the Xcel Energy [EV Service
Pilot](https://www.xcelenergy.com/energy_portfolio/innovation/electric_vehicles/ev_service_pilot)
website.
",,,false,26,Utility/Private Incentives,"",2018-10-02 20:38:18 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|IND,""
12069,CA,Zero Emission Vehicle (ZEV) and Near-ZEV Weight Exemption,"ZEVs and near-ZEVs may exceed the state's gross vehicle weight limits by
an amount equal to the difference of the weight of the near-zero
emission or zero emission powertrain and the weight of a comparable
diesel tank and fueling system, up to 2,000 pounds. A ZEV is defined as
a vehicle that produces no criteria pollutant, toxic air contaminant, or
greenhouse gas emissions when stationary or operating. A near-ZEV is a
vehicle that uses zero emission technologies, uses technologies that
provide a pathway to zero emission operations, or incorporates other
technologies that significantly reduce vehicle emissions.

(Reference [California Business and Professions Code 12725 and California Vehicle Code 35551](http://leginfo.legislature.ca.gov/faces/home.xhtml))",2018-09-20 00:00:00 UTC,,false,23,State Incentives,"",2018-10-10 12:58:42 UTC,,,,"",ELEC|HY|NG|PHEV,EXEM,"",FLEET|GOV|IND,http://leginfo.legislature.ca.gov/faces/home.xhtml|http://leginfo.legislature.ca.gov/faces/home.xhtml
12091,CA,Electric Vehicle (EV) Rebate - Antelope Valley,"The Antelope Valley Air Quality Management District (AVAQMD) offers
residents rebates of up to \$500 for the purchase or lease of an EV from
a dealership within the Antelope Valley jurisdiction. For more
information, including how to apply, see the
[AVAQMD](https://avaqmd.ca.gov/alternative-fuel-vehicle-program)
website.
",,,false,72,State Incentives,"",2020-11-13 14:18:27 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
