Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5537,NY,"Alternative Fuel, Electric, and Hybrid Electric Vehicle Tax Credits","New York's Alternative Fuel (Clean Fuel) Vehicle Tax Incentive
Program offers tax credits for the purchase of new HEVs, EVs,
AFVs, and the installation of clean fuel vehicle refueling
property. Purchasers of qualified HEVs are eligible for a tax
credit of $2,000. To qualify, a vehicle must draw propulsion
energy from both an internal combustion engine (or heat engine
that uses combustible fuel) and an energy storage device; and
must employ a regenerative braking system that recovers waste
energy to charge that device, and, for model year 2004 and later,
must meet or exceed the California LEV II emission standard.
Purchasers of EVs are eligible for a tax credit of 50% of the
incremental cost, up to $5,000 per vehicle. Purchasers of AFVs
are eligible for a tax credit worth 60% of the incremental cost
of the vehicle. The maximum value of the incentive is $5,000 for
vehicles with less than 14,000 pounds (lbs.) gross vehicle weight
rating (GVWR), and up to $10,000 for vehicles over 14,000 lbs.
GVWR. The tax credit for clean-fuel vehicle refueling property is
equal to 50% of the cost of the property. This includes property
for storing or dispensing a clean-burning fuel into the fuel tank
of a motor vehicle propelled by that fuel, as well as property
used for recharging electric vehicles.",,,false,25,State Hybrid Incentives,"",,2004-12-31 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,TAX,"",STATION|FLEET|IND,""
5685,WI,Alternative Fuel Vehicle (AFV) Tax Deduction,"The Wisconsin Department of Revenue offers a state AFV tax
deduction identical to the federal AFV tax deduction. Taxpayers
who placed AFVs into service in 2002 and 2003 are entitled to the
full deduction. The deduction is reduced by 25% for vehicles
placed in service in 2004, by 50% for vehicles in 2005, and by
75% for vehicles in 2006. No deduction is available for clean
fuel vehicles placed in service in 2007. The full deduction is
$50,000 for any truck or van with a gross vehicle weight rating
(GVWR) of at least 26,000 pounds (lbs.) or a bus with seating
capacity of at least 20 adults. The deduction is $5,000 for a
truck or van with a GVWR greater than 10,000 lbs. and $2,000 for
vehicles under 10,000 lbs.",,,false,20,State Incentives,"",,2007-12-01 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",FLEET|IND,""
5703,GA,Provision for Hybrid Electric Vehicle (HEV) High Occupancy Vehicle (HOV) Lane Exemption,"The Georgia Department of Revenue and the Georgia Department of Natural
Resources are authorized to develop a list of HEV models that qualify
for an HOV lane exemption regardless of the number of passengers,
pending federal legislative or regulatory approval. The U.S.
Environmental Protection Agency (EPA) issued a Notice of Proposed
Rulemaking in May 2007, and a final rule is pending. The Georgia
Department of Transportation (GDOT) must determine whether allowing the
qualifying HEVs to travel in HOV lanes would degrade the performance of
the lanes. (Reference [Georgia Code](http://www.legis.state.ga.us/)
32-9-4)
",,,false,75,Laws and Regulations,"",,,2009-09-30 00:00:00 UTC,,"",HEV|PHEV,EXEM,DREST,FLEET|IND,http://www.legis.state.ga.us/
5710,NM,Hybrid Electric Vehicle (HEV) Tax Exemption,"HEVs with a U.S. Environmental Protection Agency estimated combined fuel
economy rating of at least 27.5 miles per gallon are eligible for a
one-time exemption from the motor vehicle excise tax at the time the
when original certificate of title for the vehicle is issued. The tax
exemption is available through June 30, 2009. (Reference [New Mexico
Statutes](http://www.nmlegis.gov/) 7-14-6)
",,,false,25,State Hybrid Incentives,"",,2009-06-30 00:00:00 UTC,,,"",HEV|PHEV,TAX,"",FLEET|IND,http://legis.state.nm.us/
5733,FL,High Occupancy Vehicle (HOV) Lane Exemption,"A driver may operate a qualified Inherently Low Emission Vehicle (ILEV)
or a hybrid electric vehicle (HEV) in an HOV lane at any time,
regardless of the number of passengers, provided that the vehicle is
certified and labeled in accordance with federal regulations. All
eligible ILEVs and HEVs must comply with the minimum fuel economy
standards set forth in Title 23 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
166(f)(3)(B). The vehicle must display a Florida Division of Motor
Vehicles issued decal, which must be renewed annually. Special fees may
apply. Vehicles with decals may also use any HOV lane designated as a
HOV toll lane without paying the toll. An HEV is defined as a motor
vehicle that draws propulsion energy from on-board sources of stored
energy comprised of both an internal combustion engine using combustible
fuel and a rechargeable energy storage system and meets or exceeds the
qualifying [California
standards](https://ww2.arb.ca.gov/our-work/programs/advanced-clean-cars-program/lev-program/low-emission-vehicle-lev-ii-program)
for a Low Emission Vehicle. Three-wheeled vehicles are considered ILEVs
for the purposes of HOV lane exemption. This exemption expires September
30, 2019. For more information, see the [HOV
Decal](https://www.flhsmv.gov/motor-vehicles-tags-titles/high-occupancy-vehicle-decal/)
website. (Reference [Florida Statutes](http://www.flsenate.gov/Laws/)
316.0741)
",2005-01-01 00:00:00 UTC,2010-06-04 00:00:00 UTC,false,25,State Incentives,"",,,2019-10-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,EXEM,"",FLEET|GOV|IND,http://www.flsenate.gov/Laws/
5758,CT,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Tax Exemption,"Prior to July 1, 2008, the following purchases are exempt from
sales tax: new dedicated compressed natural gas (CNG), liquefied
natural gas (LNG), liquefied petroleum gas (LPG), hydrogen, or
electric vehicles; equipment used in dedicated or dual fuel CNG,
LNG, LPG, hydrogen, or electric vehicle conversions; and
equipment associated with a CNG or hydrogen filling or electric
recharging station. Between October 1, 2004, and October 1, 2008,
new HEVs with a U.S. Environmental Protection Agency fuel economy
rating of at least 40 miles per gallon are also exempt from sales
tax. An HEV is defined as a passenger car that 1) draws
acceleration energy from two onboard sources of stored energy,
which are both an internal combustion or heat engine using
combustible fuel and a rechargeable energy storage system, and 2)
for an HEV produced during and after model year 2004, is
certified to meet or exceed the Tier II Bin 5 Low Emission
Vehicle classification. (Reference Connecticut General Statutes
( http://www.cga.ct.gov ) 12-412-67, 68, 69, and 115)",,,false,20,State Hybrid Incentives,"",,2008-10-01 00:00:00 UTC,,,"",ELEC|HEV|HY|NG|PHEV|LPG,EXEM|TAX,"",STATION|FLEET|IND,""
5835,MD,Hybrid Electric Vehicle (HEV) Exemption from Vehicle Testing Requirements,"Qualified HEVs are exempt from certain mandatory motor vehicle emissions
and inspection testing requirements until September 30, 2012, if the
vehicle obtains a fuel economy rating from the U.S. Environmental
Protection Agency of at least 50 miles per gallon during city driving.
(Reference Maryland Statutes, Transportation Code 23-206.3 through
206.4)
",,,false,35,State Incentives,"",,2012-09-30 00:00:00 UTC,,,"",HEV|PHEV,EXEM,"",FLEET|IND,http://mlis.state.md.us/
5871,AZ,Residential Electric Vehicle Supply Equipment (EVSE) Tax Credit,"A tax credit of up to \$75 is available to individuals for the
installation of EVSE in a house or housing unit that they have built. To
qualify, the outlet must meet certain codes and standards. To apply, see
form 319 on the Arizona Department of Revenue's [Credit
Forms](http://www.azdor.gov/Forms/Credits.aspx) page. (Reference
[Arizona Revised
Statutes](http://www.azleg.gov/ArizonaRevisedStatutes.asp) 43-1090 and
43-1176)
",,,false,20,State Incentives,"",2018-07-06 20:09:20 UTC,,,2017-05-10 00:00:00 UTC,"",ELEC|PHEV,TAX,"",IND,""
6003,CA,Alternative Fuel Incentive Development,"The California Air Resources Board and California Energy
Commission developed the Alternative Fuel Incentive Program to
allocate $25 million in incentives to promote the use and
production of alternative fuels. Eligible projects include
projects in California that promote high efficiency, high
mileage, alternative fuel light-, medium-, and heavy-duty
vehicles, for individual and public fleets. Incentives are
available to replace the current state vehicle fleet with clean,
high mileage alternative fuel vehicles and for the construction
of publicly accessible retail alternative fueling stations and
fleet fueling facilities, including E85. Incentives are also
available for alternative fuel production in California and
funding for research, development, and testing of alternative
fuels and advancing vehicle technology. (Reference Assembly Bill
( http://www.oal.ca.gov/ ) 1811, 2006)",2006-06-30 00:00:00 UTC,,false,25,State Incentives,"",,2009-06-30 00:00:00 UTC,,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,RBATE,"",STATION|AFP|FLEET|OTHER|IND,http://www.oal.ca.gov/
6086,SC,Fuel Cell Vehicle Tax Credit,"South Carolina residents that claim the federal Alternative Motor
Vehicle Credit for fuel cell vehicles are eligible for a state income
tax credit equal to 20% of the federal credit. If the amount of the
state credit exceeds the taxpayer's liability for the applicable tax
year, any unused portion of the credit may be carried forward and
claimed for up to five additional years. (Reference [South Carolina Code
of Laws](http://www.scstatehouse.gov/code/statmast.php) 12-6-3377)
",,,false,40,State Incentives,"",2015-09-04 21:17:31 UTC,,2015-08-31 00:00:00 UTC,,"",ELEC|HEV|HY|NG|PHEV|LPG,TAX,"",FLEET|IND,http://www.scstatehouse.gov/code/statmast.php
6134,CA,Low Emission Vehicle Incentives and Technical Training - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District (SJVAPCD)
administers the REMOVE II program, which provides incentives for
cost-effective projects that result in motor vehicle emissions
reductions and long-term impacts on air pollution in the San Joaquin
Valley. REMOVE II is providing funding for vanpool agencies that reduce
or replace single occupant vehicle commutes in the San Joaquin Valley.
To participate, vanpool agencies must submit an application to SJVAPCD
and sign a contract to become a Vanpool Voucher Incentive Program
partner. REMOVE II also includes an Alternative Fuel Vehicle (AFV)
Mechanic Training Component that provides incentives to educate
personnel on the mechanics, operation safety, and maintenance of AFVs,
fueling stations, and tools involved in the implementation of
alternative fuel technologies. For more information, see the [REMOVE
II](http://www.valleyair.org/Grant_Programs/GrantPrograms.htm) website,
the [Vanpool Voucher Incentive
Program](http://valleyair.org/grants/vanpoolvoucher.htm) and the [AFV
Mechanic Training
Component](http://valleyair.org/grants/mechanictraining.htm) website.
",,,false,105,State Incentives,"",,,2018-11-13 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT|OTHER,"",FLEET|OTHER|IND,""
6142,CA,Plug-In Electric Vehicle (PEV) Charging Rate Reduction - LADWP,"The Los Angeles Department of Water and Power (LADWP) offers a \$0.025
per kilowatt-hour discount for electricity used to charge PEVs during
off-peak times. Residential customers who install a separate time-of-use
meter panel will also receive a \$250 credit. For more information, see
the LADWP [Electric Vehicle
Incentives](https://www.ladwp.com/ladwp/faces/wcnav_externalId/r-gg-EVincentives?_adf.ctrl-state=il6iu2y7z_34&_afrLoop=203033140060675&_afrWindowMode=0&_afrWindowId=kfolzdw9d_1#%40%3F_afrWindowId%3Dkfolzdw9d_1%26_afrLoop%3D203033140060675%26_afrWindowMode%3D0%26_adf.ctrl-state%3Dkfolzdw9d_25)
website.
",,,false,140,Utility/Private Incentives,"",,2022-01-14 00:00:00 UTC,,,"",ELEC|PHEV,OTHER,"",STATION|PURCH|IND,""
6207,WA,Hybrid Electric Vehicle (HEV) Tax Exemption,"All new passenger cars, light-duty trucks, and medium-duty
passenger vehicles that use hybrid electric technology and have a
U.S. Environmental Protection Agency estimated highway fuel
economy of at least 40 miles per gallon are exempt from the state
motor vehicle sales tax. This tax exemption expires January 1,
2011. (Reference Revised Code of Washington ( http://apps.leg.wa.gov/rcw/ ) 82.08.020)",2005-05-06 00:00:00 UTC,2009-05-13 00:00:00 UTC,false,10,State Incentives,"",,2011-01-01 00:00:00 UTC,,,"",HEV|PHEV,TAX,"",FLEET|IND,http://apps.leg.wa.gov/rcw/
6238,TX,Electric Vehicle (EV) Rebates,"Central Texas Clean Cities and Austin Energy offer an EV rebate
to Austin Energy customers who purchase qualifying EVs, electric
scooters, or electric bicycles from approved dealers. Applicants
may receive the following rebates: $500 for all-electric vehicles
including neighborhood electric vehicles; $250 for all-electric
scooters or motorcycles capable of achieving more than 40 miles
on a single charge at street-legal speeds; $100 for all-electric
scooters capable of achieving up to 20 miles on a single charge;
and $150 for all-electric bicycles capable of achieving up to 20
miles on a single charge. Rebate funding is limited and valid
until March 31, 2009.",,,false,100,Utility/Private Incentives,"",,2009-03-31 00:00:00 UTC,,,"",ELEC|PHEV,RBATE,"",IND,""
6287,NC,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Loans,"The [State Employees' Credit Union](https://www.ncsecu.org/) and the
[Local Government Federal Credit Union](https://www.lgfcu.org/) offer
green vehicle loans to purchase qualified new and used fuel-efficient
vehicles. Vehicles with a combined fuel economy rating of at least 28
miles per gallon, according to revised fuel economy ratings posted on
www.fueleconomy.gov, qualify. The loan interest rates are 0.5% lower
than traditional new or used vehicle loan rates.
",,,false,70,Utility/Private Incentives,"",,,2012-10-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,LOANS,"",FLEET|IND,""
6306,CA,Alternative Fuel Vehicle (AFV) Rebate Program,"The Fueling Alternatives vehicle rebate program is funded by the
California Air Resources Board and provides grants of up to
$5,000 to consumers who purchase or lease eligible zero emission
vehicles (ZEVs), plug-in hybrid electric vehicles, and AFVs
between May 24, 2007, and April 30, 2009. For the purposes of
this program, ZEVs include full function battery electric
vehicles, hydrogen fuel cell vehicles, low-speed or neighborhood
electric vehicles, and zero emission motorcycles.",,,false,10,State Incentives,"",,2009-04-30 00:00:00 UTC,,,"",ELEC|HEV|HY|NG|PHEV,RBATE,"",FLEET|IND,""
6326,IL,Hybrid Electric Vehicle Rebate,"Through the Green Rewards Program, the Illinois State Treasury offers a
\$1,000 rebate for the purchase of a new hybrid or other fuel efficient
vehicle. Participating banks and credit unions agree to accept a
discounted deposit rate from the state for one year in exchange for
providing the \$1,000 rebates to Illinois residents. The original
vehicle purchase date must be on or after July 15, 2007, and rebates are
available for one year. Rebates are available for new compressed natural
gas, hybrid electric, electric, and fuel cell vehicles with less than
7,500 miles. Buyers must receive financing from a participating
financial institution.
",,,false,10,State Hybrid Incentives,"",,2008-10-01 00:00:00 UTC,,,"",ELEC|HEV|HY|NG|PHEV,RBATE,"",FLEET|IND,""
6407,MD,Hybrid Electric Vehicle (HEV) and Electric Vehicle (EV) Tax Credit,"A tax credit is allowed against the excise tax imposed for the purchase
of qualified HEVs and EVs. For qualified EVs, the tax credit may not
exceed \$2,000. For qualified HEVs, the credit may not exceed: a) \$250
if the vehicle battery provides at least 5% but less than 10% of maximum
power available; b) \$500 if the vehicle battery provides at least 10%
but less than 20% of maximum power available; c) \$750 if the vehicle
battery provides at least 20% but less than 30% of maximum power
available; d) \$1,000 if the vehicle battery provides at least 30% of
maximum power available. Additional tax credits of \$125 to \$500 are
available for HEVs equipped with regenerative braking systems that meet
certain requirements, depending on the amount of energy created from
breaking. A qualified EV must meet the definition set forth in the
Internal Revenue Code. A qualified HEV must meet the current vehicle
exhaust standard set under the federal Tier 2 program for passenger
vehicles. (Reference Maryland Statutes Transportation Code 13-815)
",,,false,12,State Incentives,"",,2010-05-20 00:00:00 UTC,,,"",ELEC|HEV|PHEV,TAX,"",FLEET|IND,http://mlis.state.md.us/
6433,TN,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles that the U.S. Environmental Protection Agency defines as
Inherently Low Emission Vehicles or Low Emission and Energy-Efficient
Vehicles and have gross vehicle weight ratings of 26,000 pounds or less
are permitted use of HOV lanes regardless of the number of occupants.
Such vehicles must display a Tennessee Department of Revenue decal. This
exemption expires September 30, 2019. For more information, see the
Department of Revenue HOV Smart Pass website. (Reference [Tennessee
Code](http://www.lexisnexis.com/hottopics/tncode/) 55-8-188)
",2008-06-20 00:00:00 UTC,,false,25,State Incentives,"",,,2019-10-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,EXEM,"",FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/michie/
6556,TX,Clean Vehicle Replacement Vouchers,"The Texas Commission on Environmental Quality administers the
AirCheckTexas Drive a Clean Machine program, which provides vehicle
replacement assistance for qualified individuals owning vehicles
registered in participating counties. Vouchers in the amount of \$3,500
are available toward the purchase of a hybrid electric, battery
electric, or natural gas vehicle that is up to three model years old.
For more information about participating counties, qualified vehicles,
program requirements, and how to apply in specific areas, see the
[AirCheckTexas Drive a Clean
Machine](http://www.tceq.texas.gov/airquality/mobilesource/vim/driveclean.html)
website. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Health and Safety
Code 382.209-382.220)
",2001-09-01 00:00:00 UTC,2011-06-17 00:00:00 UTC,false,54,State Incentives,"",2019-07-01 20:12:25 UTC,,2019-07-01 00:00:00 UTC,,"",ELEC|HEV|NG|PHEV,OTHER|RBATE,"",IND,http://www.statutes.legis.state.tx.us/
6565,HI,Electric Vehicle (EV) and Infrastructure Grants,"The Hawaii Department of Business, Economic Development, and
Tourism (Department) established the Hawaii Transportation Energy
Transformation Grant Fund to provide grants through the EV Ready
Grant Program ( http://hawaii.gov/dbedt/info/energy/evrebatesgrants/grants ) for
the acquisition of EVs, the installation of EV charging
infrastructure, and the development of innovative programs or the
coordination of activities that diversify transportation energy
sources. The Department awarded $2.6 million in grants in 2011.",2009-06-25 00:00:00 UTC,,false,10,State Incentives,"",,,2010-11-01 00:00:00 UTC,,"",ELEC|PHEV,GNT,"",STATION|FLEET|IND,""
6603,LA,Alternative Fuel Vehicle (AFV) Tax Credit,"Louisiana offers a nonrefundable income tax credit for new original
equipment manufacturer AFVs purchased before July 1, 2021. A taxpayer
may take a tax credit of 10% of the cost of the motor vehicle, up to
\$2,500. To qualify for the tax credit, vehicles must have a dedicated
alternative fuel storage and delivery system and be registered in
Louisiana. For the purpose of this incentive, alternative fuels include
natural gas, propane, biofuel, biodiesel, methanol, ethanol, and
electricity. (Reference [Senate
Bill](https://legis.la.gov/legis/home.aspx) 8, 2021, [Louisiana Revised
Statutes](http://www.legis.state.la.us/) 47:6035, and [Louisiana
Administrative Code](http://www.doa.la.gov/Pages/osr/lac/books.aspx)
Title 61, Section 1913)
",2009-07-09 00:00:00 UTC,2013-04-30 00:00:00 UTC,false,20,State Incentives,"",2017-09-11 13:05:02 UTC,2022-01-01 00:00:00 UTC,2022-09-14 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|NG|PHEV|LPG,TAX,"",MAN|FLEET|IND,http://www.legis.la.gov/legis/home.aspx|http://www.legis.state.la.us/|http://www.legis.la.gov/legis/home.aspx|http://doa.louisiana.gov/osr/lac/lac.htm|http://www.legis.la.gov/legis/home.aspx
6622,IL,High Occupancy Toll Lane Access,"Phase Two of the [Illinois Tollway Congestion-Relief
Program](https://www.illinoistollway.com/documents/20184/55375/CONGESTION+RELIEF+PROGRAM+-+FINAL+020711.pdf/73eabdf4-df6f-49f8-acc2-1f587430ee41)
includes a Dedicated Green Lanes Plan that will provide access to
qualified hybrid electric vehicles.
",,,false,50,State Incentives,"",,,2012-12-01 00:00:00 UTC,,"",HEV|PHEV,EXEM,"",FLEET|IND,""
8260,WA,Alternative Fuel Vehicle (AFV) Tax Exemption,"New passenger cars, light-duty trucks, and medium-duty passenger
vehicles that are dedicated AFVs are exempt from state motor vehicle
sales and use taxes. Qualified vehicles include vehicles capable of
operating exclusively on natural gas, propane, hydrogen, or electricity,
and plug-in electric vehicles that are capable of being charged by an
external power source and can travel at least 30 miles using only
electricity. Qualified vehicles must meet the California motor vehicle
emissions standards, comply with the rules of the Washington Department
of Ecology, and have a base model price of \$42,500 or less. The sales
tax exemption applies to up to \$32,000 of a vehicle's selling price or
the total amount of lease payments made. If the original lessee
purchased the leased vehicle before the exemptions expire, the exemption
applies the total lease payments made plus the selling price of the
leased vehicle, up to \$32,000.

As of April 2018, the maximum number of qualifying vehicles sold after
June 15, 2015, 7,500, has been reached, and the sales tax exemption
applies to vehicles delivered to their owners by May 31, 2018. A vehicle
purchased or leased before June 1, 2018, is exempt from the use tax
until it is retired or changes hands. For more information, see the
Green Incentives section of Washington Department of Revenue's
[Incentives
Programs](http://dor.wa.gov/content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx)
website. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 82.08.809 and 82.12.809)
",2005-05-06 00:00:00 UTC,2016-04-18 00:00:00 UTC,false,10,State Incentives,"",2018-05-02 14:09:33 UTC,2018-06-01 00:00:00 UTC,,,"",AFTMKTCONV|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,"",FLEET|IND,http://apps.leg.wa.gov/rcw/
8620,AZ,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Phoenix and Tucson metropolitan areas. To be eligible for free
home charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,false,45,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8621,CA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Los Angeles and San Diego metropolitan areas. To be eligible for
free home charging stations, individuals living within the specified
areas must purchase a qualified plug-in electric vehicle (PEV).
Individuals purchasing an eligible PEV should apply at the dealership at
the time of vehicle purchase. The EV Project incentive program will also
cover most, if not all, of the costs of EVSE installation. All
participants in the EV Project incentive program must agree to anonymous
data collection after installation. Additional restrictions may apply.
",,,false,125,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8622,OR,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Portland, Eugene, Salem, and Corvallis metropolitan areas. To be
eligible for free home charging stations, individuals living within the
specified areas must purchase a qualified plug-in electric vehicle
(PEV). Individuals purchasing an eligible PEV should apply at the
dealership at the time of vehicle purchase. The EV Project incentive
program will also cover most, if not all, of the costs of EVSE
installation. All participants in the EV Project incentive program must
agree to anonymous data collection after installation. Additional
restrictions may apply.
",,,false,50,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8623,WA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Seattle metropolitan area. To be eligible for free home charging
stations, individuals living within the specified areas must purchase a
qualified plug-in electric vehicle (PEV). Individuals purchasing an
eligible PEV should apply at the dealership at the time of vehicle
purchase. The EV Project incentive program will also cover most, if not
all, of the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.
",,,false,75,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8624,TN,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Nashville, Knoxville, Memphis, and Chattanooga metropolitan
areas. To be eligible for free home charging stations, individuals
living within the specified areas must purchase a qualified plug-in
electric vehicle (PEV). Individuals purchasing an eligible PEV should
apply at the dealership at the time of vehicle purchase. The EV Project
incentive program will also cover most, if not all, of the costs of EVSE
installation. All participants in the EV Project incentive program must
agree to anonymous data collection after installation. Additional
restrictions may apply.
",,,false,40,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8625,TX,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Dallas, Fort Worth, and Houston metropolitan areas. To be
eligible for free home charging stations, individuals living within the
specified areas must purchase a qualified plug-in electric vehicle
(PEV). Individuals purchasing an eligible PEV should apply at the
dealership at the time of vehicle purchase. The EV Project incentive
program will also cover most, if not all, of the costs of EVSE
installation. All participants in the EV Project incentive program must
agree to anonymous data collection after installation. Additional
restrictions may apply.
",,,false,70,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8626,DC,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the District of Columbia metropolitan area. To be eligible for free
home charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,false,30,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8627,VA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Washington, DC metropolitan area. To be eligible for free home
charging stations, individuals living within the specified areas must
purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,false,15,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8628,MD,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Washington, DC metropolitan area. To be eligible for free home
charging stations, individuals living within the specified areas must
purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,false,45,Utility/Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,""
8629,WA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Bellevue and Redmond
metropolitan areas, excluding Seattle. To be eligible for free
home charging stations, individuals living within the specified
areas must purchase a qualified plug-in electric vehicle.
Application information is available on the ChargePoint America
website. In most cases, the EVSE owner will pay for the
installation; some cities, states, and utilities, however, will
provide funding towards installation costs. All participants in
the ChargePoint America program must agree to anonymous data
collection after installation. Additional restrictions may apply.",,,false,70,Utility/Private Incentives,"",,2012-07-01 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",FLEET|OTHER|IND,""
8630,TX,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Austin metropolitan area.
To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,false,65,Utility/Private Incentives,"",,2012-07-01 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",FLEET|OTHER|IND,""
